sample_id,inference_ms,db_write_ms
3597,27.99,3.33
3598,25.2,2.55
3599,27.32,2.03
3600,27.05,1.6
3601,27.43,1.67
3602,27.29,5.05
3603,27.76,2.23
3604,28.03,3.04
3605,26.61,1.62
3606,26.66,1.63
3607,25.99,3.43
3608,26.38,1.3
3609,28.63,1.88
3610,27.19,2.26
3611,26.02,2.33
3612,25.99,2.07
3613,27.9,2.61
3614,26.28,2.94
3615,26.83,2.99
3616,26.15,1.5
3617,27.05,1.99
3618,28.51,3.59
3619,27.81,3.18
3620,26.81,1.29
3621,26.21,2.56
3622,27.66,1.01
3623,27.62,2.27
3624,28.13,4.75
3625,27.41,1.52
3626,26.94,1.59
3627,25.72,3.02
3628,26.89,1.2
3629,26.74,1.73
3630,26.41,2.83
3631,28.3,1.73
3632,25.36,2.03
3633,26.5,3.0
3634,25.58,2.63
3635,29.52,2.48
3636,26.09,1.94
3637,27.85,2.58
3638,27.01,2.12
3639,28.25,2.67
3640,26.73,1.82
3641,27.48,2.07
3642,26.96,1.5
3643,55.77,2.19
3644,27.02,1.61
3645,26.06,1.43
3646,28.06,2.47
3647,26.1,2.42
3648,25.45,3.04
3649,26.35,1.87
3650,25.66,2.62
3651,26.87,2.77
3652,27.33,2.66
3653,27.32,1.6
3654,25.84,2.36
3655,27.32,2.57
3656,27.32,2.23
3657,25.67,0.97
3658,26.87,2.37
3659,27.1,5.39
3660,25.97,1.93
3661,26.42,1.66
3662,27.51,2.58
3663,27.88,2.52
3664,26.72,3.59
3665,26.52,1.35
3666,26.82,2.98
3667,27.15,2.82
3668,26.77,2.1
3669,28.41,2.55
3670,27.27,3.36
3671,27.21,3.15
3672,27.27,1.41
3673,26.2,3.09
3674,27.41,2.17
3675,26.66,2.29
3676,27.56,2.29
3677,26.35,2.1
3678,29.93,3.58
3679,26.27,2.15
3680,27.5,1.42
3681,25.78,1.9
3682,26.18,2.39
3683,26.5,3.64
3684,26.31,2.83
3685,26.52,1.58
3686,26.68,6.01
3687,25.44,2.47
3688,27.05,3.71
3689,26.46,2.09
3690,26.54,2.75
3691,26.23,3.11
3692,26.77,3.62
3693,26.24,3.4
3694,27.39,3.15
3695,26.52,1.96
3696,26.08,1.77
3697,26.07,2.54
3698,27.58,3.23
3699,27.02,2.04
3700,27.57,3.41
3701,26.41,3.98
3702,31.68,1.54
3703,27.04,1.59
3704,26.17,2.1
3705,26.46,2.52
3706,25.91,1.8
3707,28.03,3.82
3708,31.88,2.64
3709,26.08,2.26
3710,27.9,1.25
3711,27.46,1.31
3712,25.93,2.49
3713,26.12,0.95
3714,26.48,3.34
3715,25.43,2.09
3716,26.32,8.14
3717,27.63,5.6
3718,26.9,2.07
3719,25.86,2.13
3720,26.32,3.31
3721,27.22,4.4
3722,26.69,1.16
3723,28.24,1.09
3724,27.2,1.74
3725,25.68,2.81
3726,26.97,2.71
3727,29.2,3.41
3728,26.29,1.38
3729,26.67,0.88
3730,26.58,3.14
3731,26.35,1.6
3732,26.11,0.99
3733,27.24,2.36
3734,27.18,3.06
3735,26.08,2.12
3736,33.02,1.85
3737,27.26,2.09
3738,26.54,1.92
3739,26.53,1.3
3740,26.24,1.67
3741,26.31,2.74
3742,27.28,2.53
3743,26.31,2.38
3744,26.36,1.49
3745,27.11,2.07
3746,25.99,0.93
3747,27.65,2.39
3748,25.72,3.94
3749,28.01,1.23
3750,25.99,1.76
3751,26.58,2.54
3752,25.95,3.67
3753,28.4,1.86
3754,25.78,1.69
3755,27.71,1.01
3756,27.09,2.32
3757,28.7,5.04
3758,28.04,2.49
3759,27.68,2.21
3760,25.94,2.53
3761,27.45,2.22
3762,27.03,1.61
3763,27.8,3.09
3764,27.03,2.44
3765,27.24,2.24
3766,29.19,1.51
3767,25.86,3.75
3768,25.58,2.9
3769,28.17,1.78
3770,26.35,3.32
3771,27.06,1.82
3772,27.39,1.63
3773,27.66,1.64
3774,27.93,1.1
3775,30.51,2.69
3776,27.29,1.07
3777,27.87,1.36
3778,27.04,0.97
3779,25.87,2.15
3780,26.05,2.1
3781,26.14,1.95
3782,27.73,1.47
3783,26.08,1.39
3784,26.55,2.68
3785,28.28,1.79
3786,27.77,2.53
3787,26.3,1.56
3788,26.87,2.39
3789,26.4,3.75
3790,27.25,2.81
3791,25.7,1.89
3792,26.65,2.47
3793,25.85,2.02
3794,26.12,2.23
3795,26.43,1.95
3796,25.66,2.08
3797,55.18,2.42
3798,25.94,1.5
3799,28.15,1.48
3800,28.39,1.28
3801,27.97,1.17
3802,26.32,1.37
3803,26.07,2.37
3804,25.82,1.56
3805,25.15,2.73
3806,26.35,2.26
3807,26.12,1.01
3808,27.06,2.89
3809,26.62,3.08
3810,27.63,1.5
3811,25.64,2.63
3812,27.48,1.58
3813,26.19,2.31
3814,26.59,1.34
3815,26.65,1.09
3816,27.14,1.91
3817,25.72,2.12
3818,27.28,1.9
3819,29.04,1.39
3820,26.78,1.9
3821,27.82,2.48
3822,25.74,2.19
3823,26.07,2.39
3824,28.52,1.7
3825,25.99,3.56
3826,27.15,1.39
3827,27.66,2.7
3828,27.43,3.57
3829,26.29,2.7
3830,26.71,2.05
3831,26.46,1.8
3832,26.02,3.37
3833,27.12,1.26
3834,28.25,1.51
3835,28.12,1.9
3836,28.47,3.65
3837,26.38,2.59
3838,27.54,1.51
3839,27.09,1.97
3840,26.92,1.74
3841,27.01,1.68
3842,26.94,3.29
3843,25.91,1.29
3844,34.18,4.24
3845,27.89,3.1
3846,29.9,3.44
3847,31.29,1.85
3848,26.72,2.1
3849,28.59,1.25
3850,26.86,1.8
3851,25.86,2.71
3852,27.04,3.74
3853,27.88,1.43
3854,26.92,1.92
3855,26.82,2.09
3856,25.54,1.27
3857,26.98,2.82
3858,26.54,1.67
3859,27.64,2.06
3860,27.71,1.86
3861,27.54,1.62
3862,26.61,2.22
3863,26.13,2.04
3864,25.98,1.92
3865,26.29,1.66
3866,26.72,2.53
3867,27.01,4.31
3868,26.04,2.35
3869,27.07,3.31
3870,27.47,1.28
3871,25.81,2.37
3872,26.63,1.43
3873,25.97,1.23
3874,27.44,1.66
3875,26.48,3.59
3876,25.52,3.25
3877,28.05,2.45
3878,25.51,1.21
3879,29.56,2.06
3880,26.67,2.51
3881,26.63,2.39
3882,25.78,1.06
3883,26.85,1.56
3884,28.46,2.17
3885,26.42,2.76
3886,27.6,0.92
3887,28.02,2.09
3888,26.54,2.36
3889,26.62,3.13
3890,29.19,2.94
3891,27.31,2.81
3892,25.65,1.62
3893,25.45,1.04
3894,27.16,1.9
3895,25.9,3.32
3896,26.39,3.89
3897,26.09,2.96
3898,27.04,2.64
3899,27.79,2.59
3900,26.39,1.78
3901,26.3,2.11
3902,27.69,4.34
3903,27.6,1.53
3904,26.25,4.25
3905,26.77,1.96
3906,26.04,3.78
3907,26.2,1.27
3908,26.48,2.81
3909,27.36,1.66
3910,26.11,1.26
3911,26.78,2.43
3912,26.82,3.33
3913,26.42,1.59
3914,26.9,1.22
3915,25.63,2.15
3916,26.06,2.15
3917,27.93,2.77
3918,25.95,3.25
3919,25.81,2.17
3920,26.09,4.67
3921,25.49,2.43
3922,27.12,1.94
3923,26.61,1.17
3924,27.34,2.0
3925,26.02,1.95
3926,27.12,3.27
3927,26.06,2.68
3928,25.26,1.39
3929,26.49,2.38
3930,25.88,2.91
3931,26.89,4.1
3932,27.5,3.17
3933,27.3,3.02
3934,26.26,2.28
3935,25.43,2.6
3936,27.19,3.67
3937,27.51,1.31
3938,26.88,1.94
3939,26.68,1.63
3940,25.95,2.59
3941,25.46,3.64
3942,27.6,1.75
3943,27.59,0.86
3944,25.89,1.89
3945,27.56,3.21
3946,26.68,2.76
3947,26.74,2.64
3948,27.35,1.99
3949,26.3,1.33
3950,26.43,2.73
3951,25.41,1.59
3952,26.52,5.33
3953,26.23,2.8
3954,25.7,1.76
3955,27.21,1.74
3956,27.37,2.14
3957,25.71,2.02
3958,27.41,3.48
3959,25.59,2.4
3960,28.62,1.66
3961,27.31,4.74
3962,26.56,2.27
3963,52.53,3.03
3964,26.4,1.74
3965,26.19,2.57
3966,26.78,2.52
3967,25.34,1.05
3968,26.71,4.98
3969,25.65,3.73
3970,27.18,1.9
3971,25.45,1.43
3972,26.22,2.56
3973,27.8,2.3
3974,26.34,2.57
3975,26.8,2.4
3976,25.64,2.73
3977,26.47,3.97
3978,27.31,2.79
3979,27.05,1.46
3980,26.19,3.84
3981,26.96,4.29
3982,26.15,7.85
3983,27.58,1.42
3984,18.76,2.45
3985,27.13,0.97
3986,27.77,2.78
3987,26.07,1.79
3988,27.59,4.8
3989,26.46,1.63
3990,25.5,1.13
3991,26.27,1.84
3992,26.05,1.01
3993,26.1,3.01
3994,27.59,0.97
3995,26.23,2.25
3996,26.66,0.97
3997,26.64,1.96
3998,26.95,4.29
3999,26.22,2.57
4000,27.34,1.58
4001,26.38,2.2
4002,26.64,2.24
4003,25.8,2.69
4004,27.14,1.29
4005,26.07,2.82
4006,27.84,0.75
4007,27.78,1.73
4008,27.1,1.83
4009,26.58,2.87
4010,26.84,2.25
4011,26.1,1.27
4012,27.23,1.5
4013,26.39,2.41
4014,28.47,2.16
4015,28.89,1.77
4016,28.56,1.84
4017,27.6,2.94
4018,31.78,1.81
4019,28.34,2.15
4020,27.94,5.3
4021,27.11,1.26
4022,30.18,1.06
4023,27.51,3.04
4024,28.88,1.7
4025,27.83,1.96
4026,27.03,1.63
4027,70.02,2.01
4028,30.14,4.22
4029,28.76,3.07
4030,28.38,3.14
4031,27.4,1.26
4032,26.0,1.4
4033,25.72,0.71
4034,27.94,1.61
4035,25.89,3.26
4036,25.98,2.74
4037,26.52,2.04
4038,27.18,2.21
4039,26.41,1.69
4040,25.62,2.42
4041,28.12,3.02
4042,26.66,1.17
4043,26.1,2.51
4044,28.99,3.23
4045,27.44,1.89
4046,26.35,2.95
4047,28.27,6.86
4048,27.66,2.13
4049,26.23,2.6
4050,26.69,1.66
4051,27.17,2.39
4052,26.54,2.68
4053,25.9,2.41
4054,26.75,1.48
4055,27.7,2.42
4056,25.82,3.99
4057,26.87,2.66
4058,27.21,3.27
4059,26.48,2.02
4060,26.08,3.0
4061,27.92,2.49
4062,26.53,1.52
4063,26.89,2.53
4064,27.14,1.5
4065,26.64,1.73
4066,26.21,2.4
4067,25.7,2.51
4068,27.14,1.38
4069,26.68,3.39
4070,27.05,2.8
4071,25.96,1.68
4072,27.29,1.2
4073,25.78,2.1
4074,26.61,1.86
4075,28.17,2.33
4076,26.49,1.92
4077,18.8,1.0
4078,26.96,1.91
4079,28.85,1.97
4080,26.47,2.87
4081,25.98,1.68
4082,27.46,4.36
4083,27.79,1.04
4084,27.14,3.76
4085,26.39,2.03
4086,26.6,3.14
4087,26.39,2.3
4088,26.93,3.51
4089,28.42,1.91
4090,26.63,1.43
4091,27.09,3.93
4092,27.05,2.13
4093,28.35,2.43
4094,25.82,3.65
4095,25.89,1.47
4096,41.52,2.82
4097,27.4,1.76
4098,28.84,2.11
4099,26.53,2.29
4100,26.29,1.22
4101,26.05,1.63
4102,25.67,3.82
4103,27.31,3.17
4104,26.8,2.17
4105,26.89,2.45
4106,26.61,1.98
4107,28.36,3.83
4108,26.34,2.05
4109,29.01,2.44
4110,26.18,3.52
4111,27.53,1.63
4112,27.58,4.15
4113,29.6,1.21
4114,27.27,4.27
4115,26.73,1.92
4116,26.7,2.02
4117,26.19,1.04
4118,25.52,1.86
4119,55.99,1.47
4120,27.18,1.75
4121,17.65,2.11
4122,28.14,3.26
4123,27.56,2.42
4124,28.22,2.52
4125,26.8,1.44
4126,27.58,1.56
4127,26.16,4.57
4128,25.44,1.66
4129,26.69,4.32
4130,26.07,2.02
4131,25.98,2.23
4132,26.42,3.41
4133,26.01,3.7
4134,26.65,2.13
4135,26.89,1.91
4136,25.94,2.18
4137,27.88,2.55
4138,26.07,3.18
4139,26.17,2.23
4140,26.11,2.85
4141,26.18,4.29
4142,25.44,2.59
4143,28.19,2.52
4144,29.6,1.21
4145,27.32,0.78
4146,26.75,2.6
4147,45.97,2.14
4148,26.75,1.81
4149,26.66,2.45
4150,26.01,2.17
4151,26.02,3.49
4152,25.56,2.3
4153,27.25,1.65
4154,27.13,3.31
4155,26.89,2.04
4156,27.73,2.75
4157,26.01,1.84
4158,27.24,1.72
4159,29.32,2.3
4160,27.73,2.24
4161,28.61,2.7
4162,27.81,2.0
4163,26.35,1.07
4164,26.68,1.87
4165,28.05,3.06
4166,28.54,1.98
4167,26.88,2.02
4168,28.3,3.3
4169,28.32,1.67
4170,27.39,1.2
4171,27.48,2.09
4172,25.85,1.83
4173,26.65,1.51
4174,26.19,2.07
4175,28.18,2.71
4176,27.08,2.22
4177,28.67,2.52
4178,29.68,4.6
4179,28.77,1.94
4180,26.81,2.49
4181,27.67,1.82
4182,26.21,1.59
4183,27.4,1.76
4184,26.32,1.84
4185,27.29,2.57
4186,27.25,5.7
4187,26.23,1.67
4188,26.22,1.88
4189,25.98,2.17
4190,26.44,2.61
4191,25.24,2.47
4192,26.47,3.72
4193,26.24,0.84
4194,27.71,0.86
4195,27.83,1.83
4196,26.28,3.45
4197,26.33,1.19
4198,27.84,0.67
4199,26.7,2.8
4200,28.19,2.45
4201,26.67,1.44
4202,26.54,1.5
4203,26.56,1.51
4204,27.29,2.33
4205,25.85,1.73
4206,28.45,2.71
4207,25.99,0.71
4208,26.18,1.58
4209,26.06,1.42
4210,26.33,2.01
4211,27.59,1.79
4212,27.01,3.06
4213,28.29,1.06
4214,27.32,2.27
4215,25.86,2.78
4216,26.98,4.68
4217,26.96,1.84
4218,26.53,2.53
4219,26.54,1.08
4220,27.01,0.85
4221,26.85,3.12
4222,26.67,2.22
4223,25.89,3.57
4224,25.87,1.28
4225,27.7,2.74
4226,26.94,4.7
4227,25.73,2.63
4228,26.65,2.49
4229,27.29,2.23
4230,26.12,1.19
4231,27.52,3.83
4232,55.23,1.74
4233,28.57,2.72
4234,46.71,1.19
4235,48.85,1.39
4236,48.6,3.95
4237,29.53,1.94
4238,29.61,3.98
4239,26.7,2.16
4240,68.95,1.07
4241,30.07,3.18
4242,34.6,1.76
4243,29.9,2.94
4244,125.25,2.25
4245,33.45,1.2
4246,43.14,2.38
4247,67.84,5.36
4248,68.81,2.71
4249,46.88,2.17
4250,57.44,3.42
4251,88.48,2.42
4252,57.42,2.42
4253,34.88,1.44
4254,36.02,2.44
4255,35.52,3.37
4256,33.89,1.59
4257,29.33,3.93
4258,27.19,2.15
4259,30.04,1.56
4260,27.53,3.32
4261,30.96,1.98
4262,27.47,3.02
4263,27.21,1.98
4264,30.77,2.17
4265,28.59,2.71
4266,29.52,2.5
4267,27.97,1.0
4268,31.4,1.42
4269,31.22,3.23
4270,30.93,2.11
4271,26.74,1.8
4272,29.07,1.29
4273,32.08,1.44
4274,28.68,0.99
4275,29.09,2.14
4276,26.43,1.75
4277,29.76,1.51
4278,33.5,2.17
4279,29.28,2.57
4280,26.76,5.14
4281,26.88,1.22
4282,27.0,3.54
4283,28.29,3.28
4284,27.67,1.63
4285,31.27,2.41
4286,25.71,1.85
4287,28.19,2.4
4288,26.95,4.07
4289,31.01,2.84
4290,29.3,2.73
4291,28.48,1.87
4292,32.23,1.23
4293,31.95,2.05
4294,29.18,3.61
4295,28.67,1.21
4296,31.95,1.46
4297,30.67,2.34
4298,37.85,1.5
4299,27.81,1.62
4300,30.3,1.88
4301,29.87,1.29
4302,721.72,1.51
4303,32.4,2.95
4304,31.49,1.32
4305,33.04,1.17
4306,29.14,1.73
4307,28.21,2.98
4308,31.56,2.06
4309,30.85,1.85
4310,27.36,2.27
4311,29.14,1.11
4312,31.27,2.71
4313,28.4,2.59
4314,37.04,1.89
4315,28.66,3.33
4316,28.68,1.42
4317,31.03,3.49
4318,33.22,2.37
4319,28.53,1.95
4320,29.6,2.21
4321,28.66,2.13
4322,31.4,3.63
4323,29.35,1.45
4324,38.66,1.64
4325,35.04,3.37
4326,37.44,1.75
4327,27.88,3.19
4328,38.27,4.39
4329,30.45,1.9
4330,30.22,2.92
4331,28.79,1.4
4332,29.18,3.01
4333,29.43,2.41
4334,26.05,2.69
4335,28.61,1.72
4336,27.03,1.15
4337,27.92,2.72
4338,26.97,0.97
4339,28.21,1.96
4340,28.98,3.24
4341,26.45,2.4
4342,29.54,4.85
4343,27.08,3.35
4344,26.07,1.71
4345,28.24,2.25
4346,31.05,2.18
4347,26.93,1.18
4348,27.2,1.53
4349,28.14,1.78
4350,28.53,0.99
4351,34.99,2.27
4352,35.14,2.01
4353,30.75,1.14
4354,33.01,2.62
4355,29.81,2.96
4356,32.73,2.44
4357,45.78,1.95
4358,34.85,2.82
4359,59.2,2.92
4360,41.68,2.52
4361,30.65,1.6
4362,29.7,2.49
4363,28.64,3.59
4364,29.9,1.75
4365,28.57,5.15
4366,27.47,1.8
4367,30.51,2.25
4368,27.29,1.7
4369,27.21,2.43
4370,31.14,1.11
4371,27.06,1.79
4372,26.77,1.44
4373,28.09,2.35
4374,27.18,3.31
4375,28.93,2.88
4376,26.94,0.86
4377,26.93,5.04
4378,26.43,2.5
4379,27.92,1.63
4380,28.07,2.37
4381,31.69,2.39
4382,28.19,1.7
4383,29.84,2.41
4384,28.58,1.75
4385,28.25,1.89
4386,27.2,1.69
4387,26.44,1.25
4388,28.05,2.36
4389,28.58,2.81
4390,26.92,2.73
4391,27.26,3.09
4392,27.44,2.53
4393,30.87,1.8
4394,27.83,3.11
4395,27.46,1.29
4396,35.26,1.55
4397,27.84,1.51
4398,28.35,3.43
4399,27.83,3.25
4400,28.67,2.7
4401,27.71,3.42
4402,28.82,1.57
4403,26.36,2.56
4404,28.04,2.12
4405,26.79,3.12
4406,26.83,2.13
4407,26.66,1.91
4408,28.98,2.76
4409,26.8,3.16
4410,27.87,1.7
4411,26.53,2.17
4412,29.09,1.46
4413,27.9,0.82
4414,27.21,2.41
4415,26.25,2.84
4416,28.7,2.47
4417,27.28,1.02
4418,25.93,1.93
4419,28.38,0.92
4420,28.06,3.85
4421,30.63,1.44
4422,26.71,3.68
4423,28.53,3.25
4424,26.16,1.55
4425,26.72,1.41
4426,27.04,2.56
4427,26.86,1.59
4428,29.21,2.32
4429,29.16,1.83
4430,26.31,1.09
4431,29.47,0.91
4432,28.05,2.44
4433,26.14,1.78
4434,29.13,1.78
4435,27.12,2.94
4436,26.3,3.56
4437,26.77,2.0
4438,26.35,1.94
4439,26.48,2.72
4440,26.63,1.29
4441,27.88,2.43
4442,26.43,2.78
4443,26.39,2.92
4444,27.7,1.03
4445,26.81,1.64
4446,26.9,1.57
4447,27.11,2.32
4448,27.82,2.7
4449,25.54,4.05
4450,28.23,1.83
4451,27.66,1.82
4452,27.65,3.52
4453,27.39,2.51
4454,27.49,3.7
4455,25.47,2.5
4456,27.5,1.4
4457,27.24,1.31
4458,29.11,1.2
4459,27.88,2.9
4460,27.02,3.58
4461,26.42,4.66
4462,36.89,3.12
4463,28.7,3.54
4464,28.46,1.76
4465,32.73,1.4
4466,26.53,3.13
4467,48.99,2.63
4468,26.13,2.32
4469,26.99,2.6
4470,26.13,2.53
4471,27.97,3.72
4472,26.29,3.74
4473,17.77,2.77
4474,27.41,3.12
4475,29.82,2.73
4476,27.82,1.85
4477,29.5,3.01
4478,33.67,1.27
4479,70.68,3.39
4480,26.53,1.38
4481,27.69,2.5
4482,27.01,1.59
4483,26.53,2.78
4484,33.24,2.2
4485,25.86,1.18
4486,27.76,2.63
4487,27.19,1.77
4488,27.55,3.17
4489,39.03,2.23
4490,27.11,2.61
4491,26.15,1.52
4492,31.08,1.76
4493,27.41,1.85
4494,26.21,3.14
4495,26.37,4.35
4496,26.81,1.61
4497,29.7,3.42
4498,27.52,0.93
4499,32.9,1.38
4500,26.22,1.52
4501,26.49,1.3
4502,26.08,1.18
4503,27.89,2.63
4504,26.5,2.04
4505,25.67,2.59
4506,27.75,2.93
4507,27.49,2.48
4508,26.97,2.9
4509,28.21,2.16
4510,27.04,1.38
4511,26.73,3.4
4512,28.22,1.76
4513,27.04,1.53
4514,26.54,2.07
4515,26.48,1.54
4516,28.31,1.88
4517,26.4,2.55
4518,26.07,2.56
4519,29.09,1.55
4520,26.96,1.83
4521,26.87,3.42
4522,25.84,2.71
4523,26.41,5.1
4524,27.45,3.57
4525,27.11,3.52
4526,27.26,1.28
4527,26.56,3.02
4528,27.63,2.18
4529,26.63,1.79
4530,26.46,2.38
4531,27.15,3.25
4532,26.81,2.72
4533,26.75,1.57
4534,27.01,3.0
4535,27.12,1.72
4536,28.54,2.43
4537,27.31,1.97
4538,26.61,2.04
4539,26.37,3.02
4540,25.95,1.47
4541,29.16,4.85
4542,25.99,1.07
4543,26.7,1.75
4544,26.1,2.58
4545,26.02,2.81
4546,27.57,2.14
4547,26.17,2.18
4548,27.21,2.62
4549,27.3,2.03
4550,18.02,3.89
4551,27.14,3.11
4552,25.8,3.16
4553,29.81,1.51
4554,27.84,2.16
4555,26.83,1.97
4556,28.81,1.49
4557,32.25,2.57
4558,27.85,1.79
4559,27.94,2.89
4560,27.82,1.45
4561,25.81,4.43
4562,29.78,1.55
4563,26.25,2.43
4564,28.37,3.05
4565,27.53,1.77
4566,35.86,3.13
4567,26.72,1.36
4568,27.38,3.98
4569,27.17,2.24
4570,27.75,1.75
4571,26.39,1.97
4572,26.7,3.08
4573,28.2,1.76
4574,26.91,1.65
4575,28.93,2.04
4576,26.19,1.39
4577,27.76,4.61
4578,26.55,1.77
4579,26.19,3.1
4580,25.52,2.42
4581,27.03,1.5
4582,26.87,2.22
4583,27.65,3.05
4584,27.05,2.06
4585,26.26,3.59
4586,25.85,3.35
4587,27.09,3.21
4588,27.11,1.85
4589,27.42,1.44
4590,27.96,1.74
4591,26.59,2.41
4592,25.88,2.77
4593,26.17,0.93
4594,28.46,2.22
4595,26.35,2.37
4596,27.93,1.99
4597,26.28,3.73
4598,26.87,2.63
4599,27.87,3.76
4600,26.78,2.04
4601,27.16,3.24
4602,28.19,4.28
4603,30.22,3.76
4604,27.28,1.44
4605,26.19,2.01
4606,26.92,1.94
4607,27.99,2.71
4608,27.7,2.93
4609,26.83,1.59
4610,26.45,2.29
4611,26.27,0.99
4612,25.61,3.96
4613,26.81,1.81
4614,26.26,2.28
4615,18.77,1.97
4616,26.14,3.52
4617,26.32,0.72
4618,26.15,2.21
4619,27.49,2.13
4620,27.68,1.86
4621,26.09,4.44
4622,28.22,1.56
4623,27.81,3.03
4624,27.4,2.57
4625,27.56,3.69
4626,28.47,1.7
4627,27.76,1.66
4628,26.37,3.45
4629,28.72,2.64
4630,28.52,1.2
4631,25.43,1.79
4632,28.3,2.6
4633,26.41,3.11
4634,26.58,1.7
4635,25.66,0.69
4636,28.25,2.74
4637,26.18,1.37
4638,28.78,0.99
4639,27.09,0.72
4640,34.29,3.08
4641,29.58,2.34
4642,26.14,2.03
4643,27.9,3.88
4644,26.03,2.87
4645,26.39,4.25
4646,26.8,1.27
4647,26.7,2.19
4648,27.23,1.17
4649,26.23,2.03
4650,51.1,2.01
4651,29.24,2.86
4652,28.37,2.27
4653,27.37,2.86
4654,26.45,2.95
4655,27.02,5.27
4656,26.46,1.96
4657,25.35,1.53
4658,25.68,2.46
4659,27.29,1.61
4660,27.15,4.03
4661,26.33,1.99
4662,26.3,1.77
4663,29.49,1.84
4664,29.68,2.97
4665,26.8,2.09
4666,29.01,1.72
4667,31.1,4.33
4668,25.63,1.58
4669,28.06,2.26
4670,26.38,2.89
4671,26.46,1.16
4672,28.05,2.7
4673,28.33,1.46
4674,28.26,3.09
4675,27.81,1.51
4676,27.18,2.94
4677,26.41,3.46
4678,28.1,3.14
4679,28.64,2.46
4680,27.56,2.03
4681,28.0,1.77
4682,29.0,4.01
4683,26.43,1.68
4684,27.24,1.47
4685,27.71,2.9
4686,28.97,1.62
4687,25.46,1.52
4688,28.67,1.25
4689,26.68,1.83
4690,27.52,2.15
4691,28.29,2.45
4692,26.09,3.26
4693,28.89,2.75
4694,26.09,2.06
4695,27.34,2.06
4696,26.68,2.73
4697,26.38,3.7
4698,27.57,2.34
4699,26.09,1.84
4700,26.29,1.5
4701,27.26,1.25
4702,26.99,2.91
4703,26.23,2.8
4704,28.71,2.8
4705,28.93,2.11
4706,27.11,3.91
4707,25.91,1.83
4708,26.67,3.26
4709,26.86,2.19
4710,26.58,1.74
4711,27.56,2.82
4712,27.21,2.62
4713,27.8,2.57
4714,26.14,2.3
4715,26.59,2.19
4716,28.47,5.79
4717,26.98,3.57
4718,27.75,2.97
4719,26.46,2.33
4720,27.21,3.33
4721,27.76,2.74
4722,30.09,2.25
4723,27.8,1.97
4724,26.38,2.15
4725,28.07,0.63
4726,26.02,2.42
4727,26.81,1.83
4728,27.33,4.21
4729,26.36,2.24
4730,27.75,1.38
4731,26.16,2.18
4732,26.78,1.46
4733,26.43,2.69
4734,27.63,2.5
4735,26.61,3.26
4736,27.12,1.62
4737,25.88,2.26
4738,26.31,1.29
4739,28.29,2.95
4740,26.44,2.74
4741,26.63,2.71
4742,33.28,2.23
4743,27.53,2.63
4744,28.08,4.23
4745,28.22,1.99
4746,25.99,2.35
4747,27.67,1.44
4748,30.11,1.57
4749,26.93,2.31
4750,27.99,3.46
4751,29.77,2.01
4752,28.67,2.03
4753,27.59,1.89
4754,27.31,1.8
4755,26.52,2.5
4756,27.92,1.22
4757,25.68,3.71
4758,25.96,1.71
4759,26.28,2.97
4760,28.14,1.34
4761,28.47,2.91
4762,27.72,2.91
4763,27.89,2.6
4764,29.44,1.5
4765,27.18,2.46
4766,26.08,1.39
4767,26.32,2.01
4768,26.41,3.36
4769,27.64,3.06
4770,27.96,2.24
4771,26.29,1.51
4772,22.7,2.88
4773,29.88,2.24
4774,27.77,0.88
4775,26.21,3.04
4776,26.73,2.2
4777,27.28,3.6
4778,25.89,1.44
4779,26.35,0.62
4780,26.43,2.49
4781,33.31,2.5
4782,27.68,1.13
4783,28.85,1.5
4784,26.29,6.7
4785,37.21,1.97
4786,26.86,2.98
4787,30.92,1.72
4788,27.29,0.96
4789,26.44,2.08
4790,26.85,2.0
4791,26.24,1.9
4792,28.11,2.13
4793,27.32,2.47
4794,27.03,2.1
4795,25.34,1.34
4796,25.94,2.7
4797,25.9,1.02
4798,27.65,0.98
4799,26.81,2.99
4800,26.31,2.73
4801,27.39,2.18
4802,26.55,1.27
4803,26.68,1.68
4804,26.77,2.0
4805,27.34,1.18
4806,27.9,1.66
4807,27.63,2.89
4808,27.37,3.94
4809,28.97,1.88
4810,26.86,3.01
4811,27.85,1.03
4812,26.3,2.9
4813,26.74,1.61
4814,26.05,2.52
4815,27.65,2.02
4816,28.05,3.77
4817,28.36,1.57
4818,28.46,2.86
4819,31.1,1.99
4820,27.56,2.09
4821,26.24,2.07
4822,27.47,1.59
4823,27.75,2.21
4824,28.96,2.17
4825,26.71,2.45
4826,27.45,2.3
4827,30.28,3.06
4828,26.41,3.22
4829,26.49,1.46
4830,26.75,3.15
4831,31.77,1.38
4832,27.12,2.82
4833,28.96,2.85
4834,28.71,1.04
4835,29.51,2.31
4836,27.29,1.85
4837,29.33,1.64
4838,27.06,3.82
4839,59.45,1.71
4840,26.03,1.61
4841,27.66,2.29
4842,27.39,2.93
4843,27.63,2.1
4844,26.66,3.55
4845,26.9,2.75
4846,27.32,0.93
4847,27.9,1.8
4848,27.25,1.78
4849,26.09,2.7
4850,28.02,0.78
4851,28.2,6.17
4852,26.55,2.75
4853,27.27,2.36
4854,26.62,3.57
4855,27.85,5.68
4856,27.39,3.15
4857,26.85,3.25
4858,30.22,2.34
4859,26.39,2.1
4860,28.24,1.84
4861,26.36,1.6
4862,27.86,1.69
4863,25.97,1.3
4864,27.16,2.16
4865,27.78,1.13
4866,27.32,2.4
4867,27.55,2.19
