sample_id,inference_ms,db_write_ms
4545,0.99,0.29
4546,0.99,0.33
4547,0.99,0.29
4548,1.05,0.29
4549,1.0,0.29
4550,1.04,0.29
4551,0.99,0.29
4552,1.0,0.3
4553,1.0,0.29
4554,0.99,0.29
4555,1.0,0.29
4556,1.0,0.34
4557,0.99,0.28
4558,0.99,0.29
4559,1.03,0.36
4560,1.04,0.31
4561,1.04,0.35
4562,1.04,0.31
4563,1.04,0.3
4564,1.06,0.32
4565,1.04,0.29
4566,1.04,0.35
4567,1.04,0.3
4568,1.04,0.31
4569,1.09,0.3
4570,1.03,0.3
4571,1.05,0.3
4572,1.04,0.31
4573,1.05,0.3
4574,1.04,0.3
4575,1.03,0.3
4576,1.04,0.29
4577,0.99,0.29
4578,0.98,0.29
4579,0.9,0.31
4580,1.04,0.28
4581,0.89,0.58
4582,0.97,0.29
4583,1.01,0.3
4584,1.01,0.64
4585,1.05,0.3
4586,1.04,0.31
4587,1.04,0.3
4588,1.04,0.31
4589,1.04,0.3
4590,1.04,0.3
4591,1.09,0.31
4592,1.04,0.31
4593,1.0,0.29
4594,1.0,0.29
4595,1.05,0.29
4596,1.0,0.29
4597,0.99,0.29
4598,1.01,0.29
4599,1.04,0.29
4600,1.0,0.29
4601,1.04,0.28
4602,1.05,0.29
4603,1.0,0.29
4604,1.01,0.38
4605,1.0,0.29
4606,1.0,0.29
4607,0.99,0.29
4608,1.12,0.33
4609,1.16,0.33
4610,1.11,0.33
4611,1.11,0.33
4612,1.1,0.38
4613,1.1,0.32
4614,1.26,1.58
4615,1.39,0.39
4616,1.32,0.4
4617,1.36,0.42
4618,1.4,0.39
4619,1.05,0.3
4620,1.08,0.3
4621,1.04,0.3
4622,1.09,0.3
4623,1.05,0.3
4624,1.05,0.29
4625,1.05,0.31
4626,1.04,0.3
4627,1.04,0.3
4628,1.05,0.29
4629,1.04,0.28
4630,0.98,0.31
4631,0.99,0.28
4632,0.99,0.28
4633,0.99,0.33
4634,1.03,0.28
4635,0.99,0.28
4636,0.99,0.28
4637,1.05,0.28
4638,1.0,0.29
4639,1.05,0.28
4640,1.0,0.28
4641,1.05,0.34
4642,0.99,0.32
4643,0.99,0.28
4644,1.02,0.28
4645,0.99,0.28
4646,1.0,0.28
4647,0.99,0.28
4648,0.98,0.28
4649,0.98,0.28
4650,0.97,0.28
4651,1.02,0.28
4652,1.0,0.29
4653,0.99,0.29
4654,0.99,0.28
4655,1.03,0.28
4656,0.99,0.28
4657,1.03,0.28
4658,1.0,0.28
4659,0.99,0.29
4660,1.03,0.28
4661,0.99,0.28
4662,1.03,0.28
4663,0.98,0.28
4664,1.05,0.28
4665,0.99,0.28
4666,0.99,0.28
4667,0.99,0.28
4668,0.99,0.28
4669,0.98,0.28
4670,0.99,0.33
4671,0.99,0.29
4672,1.03,0.28
4673,1.0,0.28
4674,1.04,0.28
4675,0.98,0.34
4676,1.09,3.1
4677,0.96,0.29
4678,1.02,0.3
4679,1.01,0.59
4680,0.96,0.31
4681,1.04,0.3
4682,1.05,0.3
4683,1.04,0.32
4684,1.04,0.3
4685,1.04,0.3
4686,1.0,0.28
4687,0.99,0.33
4688,0.99,0.29
4689,0.99,0.28
4690,0.99,0.28
4691,1.0,0.3
4692,0.99,0.28
4693,0.99,0.28
4694,0.99,0.34
4695,0.99,0.28
4696,1.01,0.29
4697,0.99,0.29
4698,1.04,0.28
4699,0.99,0.3
4700,1.04,0.28
4701,0.99,0.29
4702,1.03,0.28
4703,0.98,0.28
4704,0.99,0.28
4705,1.03,0.29
4706,0.98,0.29
4707,1.04,0.29
4708,0.98,0.32
4709,0.98,0.28
4710,1.04,0.28
4711,0.99,0.28
4712,1.04,0.28
4713,1.04,0.28
4714,0.99,0.28
4715,1.05,0.28
4716,1.0,0.28
4717,1.03,0.28
4718,1.0,0.28
4719,0.99,0.29
4720,0.99,0.28
4721,1.02,0.28
4722,0.99,0.28
4723,1.04,0.29
4724,1.03,0.29
4725,1.03,0.28
4726,0.98,0.28
4727,0.99,0.28
4728,0.99,0.29
4729,1.04,0.28
4730,0.99,0.29
4731,0.99,0.3
4732,1.0,0.28
4733,0.99,0.29
4734,1.09,0.3
4735,1.04,0.3
4736,1.04,0.3
4737,1.1,0.3
4738,1.05,0.3
4739,1.05,0.31
4740,1.09,0.36
4741,1.04,0.3
4742,1.04,0.3
4743,1.08,0.3
4744,1.03,0.29
4745,1.0,0.33
4746,0.99,0.29
4747,1.01,0.29
4748,1.01,0.28
4749,1.0,0.29
4750,1.0,0.29
4751,1.0,0.28
4752,1.0,0.28
4753,0.99,0.28
4754,0.99,0.29
4755,0.99,0.29
4756,0.99,0.28
4757,0.99,0.28
4758,1.0,0.29
4759,0.99,0.29
4760,1.05,0.28
4761,1.0,0.29
4762,1.0,0.29
4763,1.0,0.29
4764,0.99,0.29
4765,0.96,0.27
4766,0.96,0.27
4767,1.0,0.27
4768,0.99,0.27
4769,0.96,0.27
4770,0.96,0.28
4771,0.97,0.28
4772,0.99,0.27
4773,0.88,0.26
4774,0.88,0.31
4775,1.01,0.27
4776,0.9,0.26
4777,0.99,0.28
4778,1.04,0.28
4779,1.02,0.29
4780,0.99,0.29
4781,0.99,0.28
4782,1.04,0.28
4783,0.98,0.28
4784,0.99,0.28
4785,0.98,0.28
4786,0.99,0.27
4787,0.95,0.27
4788,0.95,0.27
4789,0.95,0.27
4790,0.95,0.27
4791,0.99,0.27
4792,0.95,0.27
4793,0.95,0.27
4794,1.0,0.27
4795,1.0,0.27
4796,0.96,0.33
4797,1.01,0.28
4798,1.04,0.28
4799,0.99,0.28
4800,1.05,0.28
4801,1.02,0.28
4802,0.99,0.29
4803,1.04,0.29
4804,0.99,0.28
4805,1.0,0.33
4806,0.99,0.29
4807,1.0,0.29
4808,1.0,0.28
4809,1.0,0.29
4810,1.0,0.33
4811,1.0,0.29
4812,1.0,0.29
4813,0.99,0.29
4814,1.0,0.29
4815,1.02,0.29
4816,1.0,0.29
4817,1.0,0.29
4818,1.06,0.29
4819,1.04,0.29
4820,1.01,0.28
4821,1.05,0.29
4822,1.0,0.29
4823,1.04,0.28
4824,0.99,0.33
4825,0.99,0.29
4826,0.99,0.29
4827,0.99,0.29
4828,0.99,0.29
4829,1.04,0.28
4830,0.99,0.28
4831,0.99,0.3
4832,1.05,0.28
4833,1.01,0.29
4834,1.04,0.33
4835,0.99,0.33
4836,0.99,0.29
4837,0.99,0.33
4838,1.03,0.29
4839,0.99,0.34
4840,0.99,0.28
4841,1.0,0.28
4842,1.03,0.29
4843,1.01,0.29
4844,1.07,0.29
4845,1.0,0.28
4846,1.0,0.28
4847,1.0,0.29
4848,1.01,0.29
4849,1.0,0.28
4850,1.02,0.28
4851,1.01,0.29
4852,1.05,0.28
4853,1.01,0.29
4854,1.05,0.29
4855,1.05,0.29
4856,1.03,270.92
4857,1.33,0.38
4858,1.87,1.7
4859,1.82,0.39
4860,1.53,0.33
4861,1.57,0.33
4862,1.52,0.33
4863,1.48,0.34
4864,1.47,0.54
4865,1.55,0.33
4866,1.32,0.36
4867,0.96,0.48
4868,0.94,0.68
4869,1.05,0.28
4870,0.94,0.49
4871,0.95,0.26
4872,0.89,0.3
4873,1.21,0.29
4874,1.05,0.29
4875,1.02,0.29
4876,1.05,0.29
4877,0.99,0.29
4878,1.0,0.29
4879,1.05,0.28
4880,1.04,0.29
4881,1.0,0.32
4882,1.0,0.29
4883,0.99,0.28
4884,1.0,0.28
4885,1.0,0.28
4886,1.0,0.29
4887,0.99,0.29
4888,0.99,0.29
4889,1.0,0.28
4890,0.98,0.28
4891,0.98,0.28
4892,0.97,0.28
4893,1.0,0.32
4894,0.99,0.29
4895,0.99,0.28
4896,1.0,0.28
4897,1.0,0.29
4898,0.99,0.35
4899,1.0,0.28
4900,1.0,0.28
4901,1.0,0.29
4902,1.02,0.29
4903,1.0,0.28
4904,0.99,0.28
4905,0.99,0.3
4906,1.1,0.31
4907,1.17,0.31
4908,1.08,0.31
4909,1.06,0.3
4910,1.14,0.31
4911,1.07,0.31
4912,1.1,0.31
4913,1.05,0.3
4914,1.03,0.31
4915,1.03,0.3
4916,1.05,0.3
4917,1.03,0.3
4918,1.03,0.31
4919,1.01,0.3
4920,1.02,0.31
4921,1.01,0.29
4922,1.0,0.29
4923,0.99,0.28
4924,0.98,0.29
4925,1.0,0.28
4926,0.95,0.29
4927,0.99,0.28
4928,0.93,0.33
4929,0.93,0.29
4930,0.93,0.29
4931,0.92,0.33
4932,0.98,0.31
4933,0.99,0.28
4934,0.95,0.29
4935,0.99,0.28
4936,0.98,0.28
4937,0.94,0.28
4938,0.95,0.41
4939,0.95,0.28
4940,0.97,0.29
4941,0.95,0.28
4942,0.97,0.29
4943,0.9,0.27
4944,0.91,0.27
4945,1.01,0.27
4946,0.94,0.27
4947,0.94,0.27
4948,0.99,0.27
4949,0.97,0.27
4950,0.95,0.32
4951,0.94,0.28
4952,0.93,0.27
4953,0.95,0.27
4954,1.02,0.29
4955,0.99,0.28
4956,0.98,0.29
4957,0.98,0.29
4958,1.02,0.29
4959,0.99,0.29
4960,1.0,0.28
4961,1.04,0.29
4962,1.03,0.48
4963,0.9,0.29
4964,0.98,3.1
4965,0.9,0.28
4966,1.0,0.3
4967,0.93,1.23
4968,0.91,0.28
4969,0.99,0.28
4970,1.0,0.29
4971,1.0,0.29
4972,1.05,0.29
4973,1.0,0.29
4974,1.04,0.29
4975,1.04,0.29
4976,1.0,0.29
4977,1.05,0.29
4978,1.01,0.29
4979,1.02,0.29
4980,1.0,0.29
4981,1.07,0.29
4982,1.04,0.29
4983,1.0,0.29
4984,1.0,0.29
4985,1.0,0.28
4986,1.0,0.34
4987,1.0,0.28
4988,0.99,0.29
4989,1.0,0.28
4990,1.0,0.34
4991,0.99,0.29
4992,1.0,0.29
4993,0.99,0.28
4994,1.0,0.3
4995,0.99,0.28
4996,1.01,0.29
4997,1.0,0.28
4998,1.05,0.29
4999,1.0,0.29
5000,1.0,0.29
5001,1.0,0.28
5002,1.05,0.29
5003,1.01,0.29
5004,0.99,0.28
5005,1.06,0.3
5006,1.01,0.29
5007,1.04,0.29
5008,1.03,0.28
5009,0.99,0.29
5010,1.04,0.29
5011,1.0,0.34
5012,1.0,0.29
5013,1.02,0.29
5014,0.98,0.29
5015,0.96,0.29
5016,0.96,0.29
5017,0.96,0.29
5018,0.96,0.38
5019,0.93,0.28
5020,0.96,0.28
5021,0.98,0.29
5022,0.98,0.29
5023,1.02,0.29
5024,0.97,0.29
5025,1.03,0.29
5026,0.98,0.34
5027,0.98,0.29
5028,1.04,0.29
5029,0.98,0.33
5030,1.04,0.29
5031,0.96,0.29
5032,0.91,0.32
5033,0.93,0.28
5034,0.94,0.28
5035,0.99,0.34
5036,1.0,0.36
5037,1.0,0.3
5038,1.03,0.3
5039,1.04,0.31
5040,1.03,0.3
5041,1.02,0.3
5042,0.99,0.3
5043,0.99,0.3
5044,0.99,0.3
5045,0.94,0.28
5046,1.0,0.28
5047,0.96,0.28
5048,0.96,0.28
5049,0.97,0.28
5050,1.02,0.29
5051,1.02,0.28
5052,0.98,0.28
5053,1.03,0.28
5054,0.98,0.29
5055,1.01,0.28
5056,1.01,0.29
5057,0.98,0.33
5058,1.02,0.29
5059,0.96,0.28
5060,0.95,0.79
5061,0.86,0.29
5062,0.89,0.27
5063,0.95,0.29
5064,0.9,0.68
5065,0.99,0.28
5066,0.99,0.29
5067,0.98,0.29
5068,0.99,0.28
5069,0.99,0.28
5070,1.03,0.29
5071,1.03,0.29
5072,0.99,0.29
5073,0.98,0.29
5074,1.04,0.3
5075,0.99,0.33
5076,0.99,0.29
5077,1.0,0.28
5078,0.99,0.29
5079,0.99,0.29
5080,1.02,0.29
5081,0.99,0.29
5082,0.99,0.3
5083,0.99,0.29
5084,1.03,0.29
5085,0.99,0.29
5086,0.99,0.29
5087,1.0,0.29
5088,0.99,0.29
5089,0.99,0.3
5090,0.99,0.3
5091,1.04,0.31
5092,1.03,0.31
5093,1.09,0.3
5094,1.04,0.3
5095,1.13,0.3
5096,1.03,0.31
5097,1.08,0.3
5098,1.03,0.31
5099,1.22,2.91
5100,1.36,0.38
5101,1.49,0.37
5102,1.14,0.32
5103,1.09,0.32
5104,1.09,0.32
5105,1.1,0.38
5106,1.09,0.32
5107,1.09,0.33
5108,1.09,0.37
5109,1.11,0.33
5110,1.1,0.33
5111,0.98,0.29
5112,1.03,0.28
5113,0.97,0.29
5114,0.98,0.33
5115,0.95,0.28
5116,0.95,0.29
5117,0.96,0.29
5118,0.95,0.28
5119,0.96,0.28
5120,0.97,0.28
5121,1.03,0.29
5122,0.99,0.28
5123,0.96,0.28
5124,1.0,0.28
5125,0.98,0.28
5126,1.02,0.28
5127,0.97,0.29
5128,1.01,0.29
5129,0.97,0.29
5130,0.98,0.29
5131,1.02,0.28
5132,0.97,0.29
5133,1.02,0.31
5134,0.98,0.33
5135,0.97,0.29
5136,1.03,0.28
5137,0.97,0.29
5138,0.98,0.34
5139,0.97,0.28
5140,0.98,0.29
5141,0.96,0.28
5142,0.97,0.29
5143,1.03,0.28
5144,0.98,0.29
5145,0.97,0.3
5146,1.03,0.29
5147,1.02,0.28
5148,0.99,0.29
5149,1.04,0.28
5150,0.98,0.29
5151,0.98,0.29
5152,0.99,0.28
5153,0.99,0.28
5154,0.99,0.29
5155,0.99,0.31
5156,0.96,0.28
5157,0.87,0.28
5158,1.01,0.28
5159,0.97,0.4
5160,0.9,0.31
5161,1.03,0.29
5162,1.02,0.3
5163,1.03,0.3
5164,1.08,0.3
5165,1.03,0.3
5166,1.09,0.3
5167,1.05,0.3
5168,1.02,0.3
5169,1.06,0.29
5170,1.05,0.28
5171,1.01,0.28
5172,1.04,0.29
5173,1.02,0.29
5174,1.05,0.29
5175,1.01,0.28
5176,1.05,0.29
5177,1.01,0.29
5178,1.0,0.3
5179,1.05,0.3
5180,1.05,0.3
5181,1.05,0.3
5182,1.05,0.3
5183,1.06,0.3
5184,1.05,0.3
5185,1.05,0.3
5186,1.1,0.3
5187,1.11,0.3
5188,1.02,0.28
5189,1.0,0.29
5190,1.04,0.29
5191,1.01,0.29
5192,1.05,0.29
5193,1.0,0.29
5194,1.03,0.29
5195,0.97,0.28
5196,1.02,0.28
5197,0.99,0.28
5198,0.97,0.28
5199,0.97,0.35
5200,0.97,0.29
5201,0.97,0.29
5202,0.98,0.28
5203,0.97,0.28
5204,0.96,0.29
5205,0.97,0.28
5206,0.96,0.29
5207,0.97,0.29
5208,0.98,0.28
5209,0.97,0.29
5210,0.98,0.28
5211,0.98,0.33
5212,0.99,0.29
5213,0.98,0.29
5214,0.98,0.29
5215,0.98,0.28
5216,1.07,0.3
5217,1.02,0.3
5218,1.03,0.3
5219,1.02,0.3
5220,1.02,0.3
5221,1.04,0.3
5222,1.07,0.3
5223,1.02,0.3
5224,1.02,0.31
5225,0.97,0.29
5226,0.99,0.29
5227,0.97,0.28
5228,1.0,0.29
5229,1.03,0.29
5230,1.02,0.29
5231,1.02,0.3
5232,1.01,0.36
5233,1.02,0.31
5234,1.02,0.29
5235,1.02,0.3
5236,1.04,0.36
5237,1.05,0.31
5238,1.05,0.3
5239,1.05,0.31
5240,1.0,0.29
5241,1.04,0.29
5242,1.04,0.28
5243,1.01,0.29
5244,1.04,0.29
5245,1.01,0.3
5246,1.04,0.29
5247,0.99,0.29
5248,1.05,0.29
5249,0.99,0.3
5250,1.0,0.29
5251,1.02,0.29
5252,0.97,0.28
5253,0.91,0.35
5254,1.01,0.27
5255,0.92,0.3
5256,0.87,0.29
5257,1.0,0.29
5258,1.0,0.29
5259,1.05,0.29
5260,1.0,0.28
5261,1.05,0.29
5262,1.05,0.29
5263,1.0,0.29
5264,1.04,0.29
5265,0.99,0.3
5266,1.06,0.29
5267,0.99,0.29
5268,1.09,0.31
5269,1.05,0.3
5270,1.04,0.3
5271,1.04,0.31
5272,1.05,0.31
5273,1.03,0.31
5274,1.06,0.3
5275,1.04,0.3
5276,1.03,0.35
5277,1.04,0.31
5278,1.04,0.34
5279,1.04,0.3
5280,1.03,0.31
5281,1.03,0.31
5282,1.03,0.31
5283,1.03,0.3
5284,1.03,0.3
5285,1.06,0.3
5286,0.99,0.33
5287,0.95,0.28
5288,0.94,0.28
5289,0.95,0.28
5290,0.96,0.29
5291,0.98,0.28
5292,0.95,0.33
5293,1.01,0.29
5294,0.96,0.28
5295,0.98,0.28
5296,0.97,0.28
5297,1.0,0.29
5298,0.96,0.29
5299,1.02,0.29
5300,0.97,0.29
5301,0.97,0.29
5302,1.03,0.29
5303,0.97,0.34
5304,0.96,0.31
5305,1.01,0.31
5306,1.01,0.35
5307,1.02,0.3
5308,1.01,0.36
5309,1.02,0.31
5310,1.02,0.31
5311,1.01,0.31
5312,1.01,0.3
5313,1.02,0.32
5314,1.02,0.31
5315,0.96,0.29
5316,0.97,0.29
5317,0.97,0.29
5318,0.98,0.29
5319,0.99,0.29
5320,1.03,0.29
5321,0.97,0.3
5322,0.97,0.3
5323,1.02,0.29
5324,0.97,0.28
5325,1.01,0.29
5326,1.02,0.29
5327,0.96,0.34
5328,0.96,0.29
5329,0.96,0.29
5330,0.97,0.29
5331,0.97,0.34
5332,0.96,0.29
5333,0.97,0.29
5334,0.96,0.31
5335,0.97,0.28
5336,1.02,0.29
5337,0.97,0.29
5338,0.97,0.29
5339,1.0,0.28
5340,0.96,0.29
5341,1.02,235.66
5342,1.29,0.39
5343,1.17,0.35
5344,1.17,0.37
5345,1.16,0.34
5346,1.17,0.34
5347,1.13,0.41
5348,1.11,0.37
5349,1.11,0.35
5350,1.15,0.38
5351,1.14,0.35
5352,0.85,0.25
5353,0.94,0.27
5354,0.93,0.27
5355,0.95,0.27
5356,0.99,0.28
5357,1.01,0.27
5358,0.96,0.27
5359,1.01,0.27
5360,1.02,0.27
5361,0.96,0.27
5362,0.96,0.27
5363,1.01,0.28
5364,1.0,0.29
5365,1.01,0.28
5366,1.0,0.28
5367,1.0,0.28
5368,1.0,0.28
5369,0.99,0.28
5370,0.99,0.28
5371,0.99,0.32
5372,1.0,0.29
5373,0.99,0.28
5374,1.04,0.28
5375,0.99,0.28
5376,1.0,0.29
5377,1.01,0.28
5378,1.0,0.28
5379,1.0,0.28
5380,1.04,0.29
5381,0.98,0.28
5382,1.06,0.28
5383,1.0,0.28
5384,1.0,0.28
5385,1.01,0.28
5386,1.0,0.28
5387,1.0,0.28
5388,0.99,0.29
5389,1.05,0.28
5390,0.98,0.28
5391,1.06,0.28
5392,1.03,0.28
5393,1.01,0.28
5394,0.97,0.28
5395,0.99,0.28
5396,1.0,0.32
5397,0.99,0.28
5398,1.0,0.28
5399,0.98,0.28
5400,0.98,0.28
5401,0.95,0.38
5402,1.0,0.28
5403,0.99,0.28
5404,0.98,0.28
5405,0.98,0.28
5406,1.03,0.28
5407,1.0,0.28
5408,0.99,0.29
5409,0.99,0.28
5410,1.0,0.28
5411,1.0,0.28
5412,1.02,0.3
5413,1.05,0.28
5414,1.0,0.29
5415,1.03,0.28
5416,1.0,0.29
5417,1.04,0.28
5418,0.98,0.28
5419,0.98,0.32
5420,0.98,0.28
5421,0.99,0.28
5422,0.99,0.28
5423,1.02,0.29
5424,1.0,0.28
5425,0.99,0.28
5426,1.04,0.28
5427,0.98,0.28
5428,0.98,0.28
5429,0.98,0.28
5430,1.03,0.3
5431,0.99,0.34
5432,0.98,0.28
5433,1.05,0.28
5434,1.03,0.31
5435,1.0,0.28
5436,1.05,0.28
5437,1.0,0.33
5438,1.04,0.28
5439,0.99,0.28
5440,0.99,0.29
5441,0.99,0.28
5442,0.98,0.28
5443,0.94,0.3
5444,0.99,0.28
5445,0.9,0.28
5446,0.96,0.3
5447,0.99,0.62
5448,0.9,0.3
5449,0.99,0.34
5450,0.98,0.29
5451,1.04,0.3
5452,1.03,0.31
5453,1.04,0.3
5454,1.03,0.3
5455,1.04,0.3
5456,1.04,0.31
5457,1.09,0.3
5458,1.04,0.3
5459,1.09,0.3
5460,1.04,0.3
5461,1.04,0.28
5462,1.0,0.33
5463,0.99,0.29
5464,1.02,0.29
5465,0.99,0.29
5466,0.99,0.28
5467,0.99,0.28
5468,0.99,0.28
5469,1.0,0.28
5470,0.99,0.28
5471,1.0,0.28
5472,1.04,0.29
5473,0.99,0.28
5474,1.01,0.32
5475,1.0,0.29
5476,0.99,0.29
5477,1.07,0.29
5478,0.98,0.28
5479,1.04,0.29
5480,1.04,0.29
5481,0.99,0.29
5482,1.01,0.28
5483,0.99,0.33
5484,1.0,0.29
5485,1.0,0.28
5486,1.0,0.29
5487,0.99,0.28
5488,1.0,0.29
5489,1.0,0.28
5490,1.01,0.28
5491,1.02,0.29
5492,0.98,0.29
5493,1.04,0.28
5494,0.99,0.29
5495,0.99,0.28
5496,1.03,0.28
5497,1.0,0.28
5498,0.98,0.29
5499,1.04,0.28
5500,1.0,0.28
5501,0.99,0.29
5502,1.02,0.29
5503,1.0,0.28
5504,1.05,0.29
5505,1.0,0.29
5506,1.0,0.28
5507,1.04,0.29
5508,1.0,0.28
5509,1.04,0.28
5510,1.0,0.28
5511,1.11,0.31
5512,1.05,0.31
5513,1.06,0.3
5514,1.04,0.3
5515,1.05,0.3
5516,1.05,0.3
5517,1.05,0.3
5518,1.06,0.3
5519,1.05,0.3
5520,1.02,0.29
5521,1.03,0.28
5522,1.03,0.28
5523,1.04,0.29
5524,1.03,0.28
5525,1.04,0.29
5526,1.13,0.29
5527,1.12,0.3
5528,1.16,0.29
5529,1.09,0.3
5530,1.07,0.35
5531,1.07,0.28
5532,1.06,0.28
5533,1.09,0.29
5534,1.07,0.28
5535,1.08,0.3
5536,1.08,0.29
5537,1.07,0.29
5538,1.08,0.28
5539,1.09,0.3
5540,1.03,0.28
5541,0.98,0.35
5542,1.08,0.3
5543,1.02,1.99
5544,1.01,0.3
5545,1.09,0.28
5546,1.09,0.28
5547,1.09,0.28
5548,1.09,0.28
5549,1.13,0.28
5550,1.1,0.33
5551,1.11,0.28
5552,1.11,0.33
5553,1.07,0.29
5554,1.1,0.28
5555,1.1,0.33
5556,1.09,0.28
5557,1.1,0.34
5558,1.06,0.29
5559,1.1,0.33
5560,1.1,0.29
5561,1.16,0.28
5562,1.1,0.28
5563,1.16,0.28
5564,1.11,0.29
5565,1.16,0.28
5566,1.11,0.33
5567,1.08,0.29
5568,1.16,0.28
5569,1.1,0.29
5570,1.11,0.29
5571,1.1,0.28
5572,1.11,0.28
5573,1.11,0.29
5574,1.15,0.28
5575,1.11,0.33
5576,1.16,0.29
5577,1.13,0.28
5578,1.13,0.29
5579,1.11,0.29
5580,1.13,0.29
5581,1.12,0.29
5582,1.12,0.29
5583,1.11,0.29
5584,1.48,3.65
5585,1.47,2.34
5586,1.53,2.19
5587,1.54,2.76
5588,1.47,2.15
5589,1.45,2.14
5590,1.21,0.3
5591,1.17,0.31
5592,1.21,0.3
5593,1.16,0.35
5594,1.15,0.31
5595,1.16,0.3
5596,1.14,0.31
5597,1.16,0.32
5598,1.16,0.3
5599,1.15,0.31
5600,1.1,0.29
5601,1.14,0.29
5602,1.1,0.3
5603,1.14,0.29
5604,1.11,0.28
5605,1.27,0.32
5606,1.28,0.32
5607,1.23,0.34
5608,1.29,0.32
5609,1.22,0.34
5610,1.29,0.33
5611,1.28,0.34
5612,1.23,0.32
5613,1.27,0.33
5614,1.0,0.29
5615,1.0,0.31
5616,1.11,0.29
5617,1.16,0.29
5618,1.12,0.29
5619,1.16,0.29
5620,1.11,0.29
5621,1.16,0.29
5622,1.11,0.29
5623,1.18,0.5
5624,1.12,0.32
5625,1.12,0.48
5626,1.12,0.29
5627,1.11,0.38
5628,1.11,0.29
5629,1.12,0.28
5630,1.15,0.35
5631,1.12,0.33
5632,1.18,0.31
5633,1.17,0.3
5634,1.68,0.35
5635,1.12,0.32
5636,1.14,0.31
5637,1.29,0.32
5638,1.3,0.35
5639,1.06,0.28
5640,1.06,0.29
5641,1.18,0.3
5642,1.08,0.27
5643,1.07,0.27
5644,1.11,0.27
5645,1.07,0.28
5646,1.07,0.27
5647,1.07,0.29
5648,1.08,0.27
5649,1.08,0.28
5650,1.13,0.27
5651,1.24,0.3
5652,1.19,0.31
5653,1.24,0.3
5654,1.3,0.33
5655,1.25,0.33
5656,1.25,0.33
5657,1.25,0.35
5658,1.45,3.96
5659,1.27,2.7
5660,1.29,0.32
5661,1.32,0.34
5662,1.26,2.4
5663,1.31,0.32
5664,1.09,0.27
5665,1.12,0.28
5666,1.09,0.27
5667,1.14,0.27
5668,1.16,0.28
5669,1.09,0.27
5670,1.08,0.27
5671,1.14,0.28
5672,1.11,0.27
5673,1.08,0.32
5674,1.09,0.29
5675,1.12,0.29
5676,1.12,0.29
5677,1.12,0.28
5678,1.12,0.29
5679,1.15,0.29
5680,1.1,0.29
5681,1.12,0.28
5682,1.11,0.29
5683,1.11,0.28
5684,1.12,0.29
5685,1.12,0.29
5686,1.11,0.29
5687,1.1,0.29
5688,1.1,0.29
5689,1.15,0.29
5690,1.1,0.29
5691,1.08,0.29
5692,1.08,0.35
5693,1.05,0.28
5694,1.05,0.28
5695,1.05,0.29
5696,1.05,0.29
5697,1.04,0.28
5698,1.04,0.29
5699,1.09,0.28
5700,1.04,0.29
5701,1.07,0.28
5702,1.04,0.29
5703,1.04,0.28
5704,1.06,0.34
5705,1.05,0.28
5706,1.06,0.29
5707,1.07,0.28
5708,1.07,0.29
5709,1.08,0.28
5710,1.13,0.29
5711,1.09,0.29
5712,1.09,0.34
5713,1.09,0.28
5714,1.1,0.29
5715,1.14,0.29
5716,1.1,0.29
5717,1.15,0.29
5718,1.11,0.29
5719,1.16,0.28
5720,1.11,0.33
5721,1.11,0.29
5722,1.11,0.33
5723,1.12,0.29
5724,1.12,0.3
5725,1.12,0.28
5726,1.12,0.29
5727,1.12,0.29
5728,1.11,0.29
5729,1.12,0.34
5730,1.17,0.29
5731,1.06,0.3
5732,1.13,0.3
5733,1.09,0.3
5734,1.06,0.26
5735,1.01,0.3
5736,1.03,0.31
5737,1.18,0.28
5738,1.19,0.29
5739,1.13,0.29
5740,1.13,0.29
5741,1.12,0.29
5742,1.14,0.29
5743,1.18,0.3
5744,1.15,0.29
5745,1.18,0.29
5746,1.15,0.29
5747,1.18,0.29
5748,1.14,0.3
5749,1.18,0.29
5750,1.14,0.29
5751,1.14,0.29
5752,1.17,0.31
5753,1.14,0.28
5754,1.14,0.29
5755,1.13,0.32
5756,1.14,0.29
5757,1.14,0.28
5758,1.14,0.29
5759,1.14,0.28
5760,1.15,0.3
5761,1.15,0.28
5762,1.13,0.29
5763,1.13,0.33
5764,1.14,0.3
5765,1.13,0.29
5766,1.12,0.29
5767,1.12,0.29
5768,1.12,0.29
5769,1.11,0.29
5770,1.12,0.29
5771,1.11,0.29
5772,1.12,0.29
5773,1.12,0.33
5774,1.12,0.29
5775,1.11,0.29
5776,1.12,0.29
5777,1.1,0.29
5778,1.1,0.29
5779,1.1,0.28
5780,1.1,0.29
5781,1.1,0.33
5782,1.1,0.29
5783,1.1,0.29
5784,1.1,0.29
5785,1.1,0.28
5786,1.14,0.29
5787,1.11,0.29
5788,1.15,0.3
5789,1.1,0.29
5790,1.1,0.29
5791,1.08,0.28
5792,1.09,0.29
5793,1.09,0.29
5794,1.09,0.29
5795,1.09,0.29
5796,1.1,0.3
5797,1.1,0.29
5798,1.09,0.29
5799,1.08,0.29
5800,1.08,0.3
5801,1.13,0.28
5802,1.08,0.29
5803,1.08,0.28
5804,1.07,0.29
5805,1.08,0.29
5806,1.08,0.29
5807,1.08,0.28
5808,1.09,0.29
5809,1.09,0.28
5810,1.09,0.39
5811,1.14,0.29
5812,1.1,0.3
5813,1.09,0.29
5814,1.11,0.29
5815,1.1,0.29
