sample_index,elapsed_hours,ram_mb,cpu_percent,ram_linear_trend_mb
8627,2156.75,6741.57,25.0,6746.3
8628,2157.0,6741.57,25.0,6746.3
8629,2157.25,6741.57,40.0,6746.3
8630,2157.5,6741.57,16.7,6746.3
8631,2157.75,6741.57,50.0,6746.3
8632,2158.0,6741.57,20.0,6746.3
8633,2158.25,6741.57,0.0,6746.3
8634,2158.5,6741.57,20.0,6746.3
8635,2158.75,6741.57,33.3,6746.3
8636,2159.0,6741.57,20.0,6746.3
8637,2159.25,6741.57,0.0,6746.3
8638,2159.5,6741.56,25.0,6746.3
8639,2159.75,6741.56,0.0,6746.3
8640,2160.0,6741.55,22.7,6746.3
8641,2160.25,6741.55,0.0,6746.3
8642,2160.5,6741.55,0.0,6746.3
8643,2160.75,6741.55,0.0,6746.3
8644,2161.0,6741.55,0.0,6746.31
8645,2161.25,6741.55,1.4,6746.31
8646,2161.5,6741.55,16.7,6746.31
8647,2161.75,6741.55,25.0,6746.31
8648,2162.0,6741.55,20.0,6746.31
8649,2162.25,6741.55,40.0,6746.31
8650,2162.5,6741.55,33.3,6746.31
8651,2162.75,6741.55,25.0,6746.31
8652,2163.0,6741.55,33.3,6746.31
8653,2163.25,6741.55,33.3,6746.31
8654,2163.5,6741.55,20.0,6746.31
8655,2163.75,6741.54,33.3,6746.31
8656,2164.0,6741.53,25.0,6746.31
8657,2164.25,6741.52,25.0,6746.31
8658,2164.5,6741.51,25.0,6746.31
8659,2164.75,6741.5,0.0,6746.31
8660,2165.0,6741.49,0.0,6746.32
8661,2165.25,6741.48,0.0,6746.32
8662,2165.5,6741.48,33.3,6746.32
8663,2165.75,6741.48,0.0,6746.32
8664,2166.0,6741.48,20.0,6746.32
8665,2166.25,6741.48,33.3,6746.32
8666,2166.5,6741.47,20.0,6746.32
8667,2166.75,6741.46,0.0,6746.32
8668,2167.0,6741.45,33.3,6746.32
8669,2167.25,6741.44,20.0,6746.32
8670,2167.5,6741.43,0.0,6746.32
8671,2167.75,6741.43,0.0,6746.32
8672,2168.0,6741.43,20.0,6746.32
8673,2168.25,6741.42,33.3,6746.32
8674,2168.5,6741.41,0.0,6746.32
8675,2168.75,6741.41,33.3,6746.32
8676,2169.0,6741.4,20.0,6746.32
8677,2169.25,6741.39,0.0,6746.33
8678,2169.5,6741.39,33.3,6746.33
8679,2169.75,6741.38,0.0,6746.33
8680,2170.0,6741.37,20.0,6746.33
8681,2170.25,6741.36,33.3,6746.33
8682,2170.5,6741.36,0.0,6746.33
8683,2170.75,6741.36,0.0,6746.33
8684,2171.0,6741.35,25.0,6746.33
8685,2171.25,6741.34,25.0,6746.33
8686,2171.5,6741.33,0.0,6746.33
8687,2171.75,6741.32,50.0,6746.33
8688,2172.0,6741.32,0.0,6746.33
8689,2172.25,6741.32,50.0,6746.33
8690,2172.5,6741.32,0.0,6746.33
8691,2172.75,6741.32,50.0,6746.33
8692,2173.0,6741.32,40.0,6746.33
8693,2173.25,6741.32,0.0,6746.33
8694,2173.5,6741.32,20.0,6746.34
8695,2173.75,6741.32,40.0,6746.34
8696,2174.0,6741.32,33.3,6746.34
8697,2174.25,6741.31,0.0,6746.34
8698,2174.5,6741.31,25.0,6746.34
8699,2174.75,6741.31,33.3,6746.34
8700,2175.0,6741.31,20.0,6746.34
8701,2175.25,6741.31,0.0,6746.34
8702,2175.5,6741.31,20.0,6746.34
8703,2175.75,6741.31,25.0,6746.34
8704,2176.0,6741.31,25.0,6746.34
8705,2176.25,6741.31,0.0,6746.34
8706,2176.5,6741.31,0.0,6746.34
8707,2176.75,6741.31,0.0,6746.34
8708,2177.0,6741.31,40.0,6746.34
8709,2177.25,6741.3,0.0,6746.34
8710,2177.5,6741.3,33.3,6746.35
8711,2177.75,6741.3,0.0,6746.35
8712,2178.0,6741.3,33.3,6746.35
8713,2178.25,6741.3,0.0,6746.35
8714,2178.5,6741.29,20.0,6746.35
8715,2178.75,6741.29,33.3,6746.35
8716,2179.0,6741.29,33.3,6746.35
8717,2179.25,6741.29,33.3,6746.35
8718,2179.5,6741.29,20.0,6746.35
8719,2179.75,6741.28,0.0,6746.35
8720,2180.0,6741.28,0.0,6746.35
8721,2180.25,6741.27,0.0,6746.35
8722,2180.5,6741.27,33.3,6746.35
8723,2180.75,6741.27,33.3,6746.35
8724,2181.0,6741.27,0.0,6746.35
8725,2181.25,6741.27,60.0,6746.35
8726,2181.5,6741.27,0.0,6746.35
8727,2181.75,6741.27,0.0,6746.36
8728,2182.0,6741.25,0.0,6746.36
8729,2182.25,6741.25,33.3,6746.36
8730,2182.5,6741.25,25.0,6746.36
8731,2182.75,6741.24,0.0,6746.36
8732,2183.0,6741.24,40.0,6746.36
8733,2183.25,6741.24,25.0,6746.36
8734,2183.5,6741.24,20.0,6746.36
8735,2183.75,6741.23,50.0,6746.36
8736,2184.0,6741.21,15.8,6746.36
8737,2184.25,6741.21,0.0,6746.36
8738,2184.5,6741.21,100.0,6746.36
8739,2184.75,6741.2,0.0,6746.36
8740,2185.0,6741.2,50.0,6746.36
8741,2185.25,6741.2,100.0,6746.36
8742,2185.5,6741.2,20.0,6746.36
8743,2185.75,6741.2,0.0,6746.37
8744,2186.0,6741.2,20.0,6746.37
8745,2186.25,6741.19,0.0,6746.37
8746,2186.5,6741.19,33.3,6746.37
8747,2186.75,6741.19,0.0,6746.37
8748,2187.0,6741.19,50.0,6746.37
8749,2187.25,6741.19,20.0,6746.37
8750,2187.5,6741.19,0.0,6746.37
8751,2187.75,6741.19,25.0,6746.37
8752,2188.0,6741.19,20.0,6746.37
8753,2188.25,6741.19,33.3,6746.37
8754,2188.5,6741.19,25.0,6746.37
8755,2188.75,6741.19,50.0,6746.37
8756,2189.0,6741.19,0.0,6746.37
8757,2189.25,6741.18,40.0,6746.37
8758,2189.5,6741.18,20.0,6746.37
8759,2189.75,6741.18,0.0,6746.37
8760,2190.0,6741.18,20.0,6746.38
8761,2190.25,6741.18,50.0,6746.38
8762,2190.5,6741.18,0.0,6746.38
8763,2190.75,6741.18,0.0,6746.38
8764,2191.0,6741.18,20.0,6746.38
8765,2191.25,6741.18,25.0,6746.38
8766,2191.5,6741.17,33.3,6746.38
8767,2191.75,6741.17,25.0,6746.38
8768,2192.0,6741.17,0.0,6746.38
8769,2192.25,6741.17,40.0,6746.38
8770,2192.5,6741.17,0.0,6746.38
8771,2192.75,6741.17,0.0,6746.38
8772,2193.0,6741.17,0.0,6746.38
8773,2193.25,6741.17,25.0,6746.38
8774,2193.5,6741.17,33.3,6746.38
8775,2193.75,6741.16,0.0,6746.38
8776,2194.0,6741.16,40.0,6746.39
8777,2194.25,6741.16,0.0,6746.39
8778,2194.5,6741.16,25.0,6746.39
8779,2194.75,6741.16,0.0,6746.39
8780,2195.0,6741.16,20.0,6746.39
8781,2195.25,6741.16,20.0,6746.39
8782,2195.5,6741.16,33.3,6746.39
8783,2195.75,6741.16,33.3,6746.39
8784,2196.0,6741.16,20.0,6746.39
8785,2196.25,6741.16,25.0,6746.39
8786,2196.5,6741.16,0.0,6746.39
8787,2196.75,6741.16,50.0,6746.39
8788,2197.0,6741.16,0.0,6746.39
8789,2197.25,6741.15,25.0,6746.39
8790,2197.5,6741.15,0.0,6746.39
8791,2197.75,6741.15,20.0,6746.39
8792,2198.0,6741.15,0.0,6746.39
8793,2198.25,6741.15,33.3,6746.4
8794,2198.5,6741.15,20.0,6746.4
8795,2198.75,6741.15,0.0,6746.4
8796,2199.0,6741.15,0.0,6746.4
8797,2199.25,6741.15,33.3,6746.4
8798,2199.5,6741.15,33.3,6746.4
8799,2199.75,6741.14,0.0,6746.4
8800,2200.0,6741.14,25.0,6746.4
8801,2200.25,6741.14,0.0,6746.4
8802,2200.5,6741.14,0.0,6746.4
8803,2200.75,6741.14,50.0,6746.4
8804,2201.0,6741.14,0.0,6746.4
8805,2201.25,6741.14,40.0,6746.4
8806,2201.5,6741.14,0.0,6746.4
8807,2201.75,6741.14,0.0,6746.4
8808,2202.0,6741.14,20.0,6746.4
8809,2202.25,6741.14,33.3,6746.4
8810,2202.5,6741.14,20.0,6746.41
8811,2202.75,6741.14,0.0,6746.41
8812,2203.0,6741.14,0.0,6746.41
8813,2203.25,6741.14,40.0,6746.41
8814,2203.5,6741.14,0.0,6746.41
8815,2203.75,6741.14,33.3,6746.41
8816,2204.0,6741.14,20.0,6746.41
8817,2204.25,6741.03,33.3,6746.41
8818,2204.5,6741.03,0.0,6746.41
8819,2204.75,6741.03,25.0,6746.41
8820,2205.0,6741.03,20.0,6746.41
8821,2205.25,6741.03,40.0,6746.41
8822,2205.5,6741.03,25.0,6746.41
8823,2205.75,6740.94,1.2,6746.41
8824,2206.0,6740.94,50.0,6746.41
8825,2206.25,6740.94,40.0,6746.41
8826,2206.5,6740.94,25.0,6746.42
8827,2206.75,6740.94,20.0,6746.42
8828,2207.0,6740.94,25.0,6746.42
8829,2207.25,6740.93,33.3,6746.42
8830,2207.5,6740.93,0.0,6746.42
8831,2207.75,6740.93,20.0,6746.42
8832,2208.0,6740.93,10.0,6746.42
8833,2208.25,6740.93,50.0,6746.42
8834,2208.5,6740.93,0.0,6746.42
8835,2208.75,6740.93,0.0,6746.42
8836,2209.0,6740.93,66.7,6746.42
8837,2209.25,6740.93,0.0,6746.42
8838,2209.5,6740.93,0.0,6746.42
8839,2209.75,6740.93,50.0,6746.42
8840,2210.0,6740.93,0.0,6746.42
8841,2210.25,6740.93,25.0,6746.42
8842,2210.5,6740.93,25.0,6746.42
8843,2210.75,6740.93,20.0,6746.43
8844,2211.0,6740.93,33.3,6746.43
8845,2211.25,6740.93,0.0,6746.43
8846,2211.5,6740.92,25.0,6746.43
8847,2211.75,6740.92,25.0,6746.43
8848,2212.0,6740.92,25.0,6746.43
8849,2212.25,6740.86,0.0,6746.43
8850,2212.5,6740.86,0.0,6746.43
8851,2212.75,6740.86,20.0,6746.43
8852,2213.0,6740.85,33.3,6746.43
8853,2213.25,6740.85,20.0,6746.43
8854,2213.5,6740.85,40.0,6746.43
8855,2213.75,6740.85,0.0,6746.43
8856,2214.0,6740.85,0.0,6746.43
8857,2214.25,6740.85,40.0,6746.43
8858,2214.5,6740.85,25.0,6746.43
8859,2214.75,6740.85,0.0,6746.44
8860,2215.0,6740.85,0.0,6746.44
8861,2215.25,6740.85,20.0,6746.44
8862,2215.5,6740.85,0.0,6746.44
8863,2215.75,6740.85,33.3,6746.44
8864,2216.0,6740.84,0.0,6746.44
8865,2216.25,6740.84,0.0,6746.44
8866,2216.5,6740.84,25.0,6746.44
8867,2216.75,6740.84,20.0,6746.44
8868,2217.0,6740.84,33.3,6746.44
8869,2217.25,6740.84,0.0,6746.44
8870,2217.5,6740.84,20.0,6746.44
8871,2217.75,6740.84,25.0,6746.44
8872,2218.0,6740.84,40.0,6746.44
8873,2218.25,6740.84,0.0,6746.44
8874,2218.5,6740.84,33.3,6746.44
8875,2218.75,6740.84,25.0,6746.44
8876,2219.0,6740.84,33.3,6746.45
8877,2219.25,6740.83,20.0,6746.45
8878,2219.5,6740.83,0.0,6746.45
8879,2219.75,6740.83,40.0,6746.45
8880,2220.0,6740.83,20.0,6746.45
8881,2220.25,6740.83,0.0,6746.45
8882,2220.5,6740.83,33.3,6746.45
8883,2220.75,6740.83,0.0,6746.45
8884,2221.0,6740.83,33.3,6746.45
8885,2221.25,6740.83,0.0,6746.45
8886,2221.5,6740.83,25.0,6746.45
8887,2221.75,6740.83,25.0,6746.45
8888,2222.0,6740.82,0.0,6746.45
8889,2222.25,6740.82,25.0,6746.45
8890,2222.5,6740.82,25.0,6746.45
8891,2222.75,6740.83,0.0,6746.45
8892,2223.0,6740.83,33.3,6746.45
8893,2223.25,6740.83,0.0,6746.46
8894,2223.5,6740.82,25.0,6746.46
8895,2223.75,6740.82,0.0,6746.46
8896,2224.0,6740.82,20.0,6746.46
8897,2224.25,6740.82,0.0,6746.46
8898,2224.5,6740.82,33.3,6746.46
8899,2224.75,6740.82,20.0,6746.46
8900,2225.0,6740.82,25.0,6746.46
8901,2225.25,6740.82,25.0,6746.46
8902,2225.5,6740.82,40.0,6746.46
8903,2225.75,6740.82,0.0,6746.46
8904,2226.0,6740.82,40.0,6746.46
8905,2226.25,6740.82,0.0,6746.46
8906,2226.5,6740.81,33.3,6746.46
8907,2226.75,6740.81,25.0,6746.46
8908,2227.0,6740.81,33.3,6746.46
8909,2227.25,6740.81,20.0,6746.47
8910,2227.5,6740.81,33.3,6746.47
8911,2227.75,6740.81,0.0,6746.47
8912,2228.0,6740.8,25.0,6746.47
8913,2228.25,6740.8,33.3,6746.47
8914,2228.5,6740.8,0.0,6746.47
8915,2228.75,6740.8,20.0,6746.47
8916,2229.0,6740.8,0.0,6746.47
8917,2229.25,6740.8,0.0,6746.47
8918,2229.5,6740.8,33.3,6746.47
8919,2229.75,6740.8,0.0,6746.47
8920,2230.0,6740.8,20.0,6746.47
8921,2230.25,6740.8,0.0,6746.47
8922,2230.5,6740.8,40.0,6746.47
8923,2230.75,6740.8,33.3,6746.47
8924,2231.0,6740.79,25.0,6746.47
8925,2231.25,6740.67,5.9,6746.47
8926,2231.5,6740.67,0.0,6746.48
8927,2231.75,6740.67,0.0,6746.48
8928,2232.0,6740.67,16.7,6746.48
8929,2232.25,6740.67,0.0,6746.48
8930,2232.5,6740.67,0.0,6746.48
8931,2232.75,6740.67,50.0,6746.48
8932,2233.0,6740.67,0.0,6746.48
8933,2233.25,6740.67,50.0,6746.48
8934,2233.5,6740.67,20.0,6746.48
8935,2233.75,6740.67,33.3,6746.48
8936,2234.0,6740.66,0.0,6746.48
8937,2234.25,6740.66,50.0,6746.48
8938,2234.5,6740.66,25.0,6746.48
8939,2234.75,6740.66,0.0,6746.48
8940,2235.0,6740.66,33.3,6746.48
8941,2235.25,6740.66,20.0,6746.48
8942,2235.5,6740.66,20.0,6746.49
8943,2235.75,6740.66,0.0,6746.49
8944,2236.0,6740.66,0.0,6746.49
8945,2236.25,6740.66,25.0,6746.49
8946,2236.5,6740.66,0.0,6746.49
8947,2236.75,6740.66,0.0,6746.49
8948,2237.0,6740.65,20.0,6746.49
8949,2237.25,6740.65,0.0,6746.49
8950,2237.5,6740.65,40.0,6746.49
8951,2237.75,6740.65,20.0,6746.49
8952,2238.0,6740.65,16.7,6746.49
8953,2238.25,6740.65,40.0,6746.49
8954,2238.5,6740.65,25.0,6746.49
8955,2238.75,6740.65,25.0,6746.49
8956,2239.0,6740.65,0.0,6746.49
8957,2239.25,6740.65,33.3,6746.49
8958,2239.5,6740.65,0.0,6746.49
8959,2239.75,6740.65,40.0,6746.5
8960,2240.0,6740.64,0.0,6746.5
8961,2240.25,6740.64,25.0,6746.5
8962,2240.5,6740.64,25.0,6746.5
8963,2240.75,6740.64,25.0,6746.5
8964,2241.0,6740.64,25.0,6746.5
8965,2241.25,6740.64,40.0,6746.5
8966,2241.5,6740.64,20.0,6746.5
8967,2241.75,6740.64,33.3,6746.5
8968,2242.0,6740.64,25.0,6746.5
8969,2242.25,6740.64,25.0,6746.5
8970,2242.5,6740.64,0.0,6746.5
8971,2242.75,6740.64,20.0,6746.5
8972,2243.0,6740.64,25.0,6746.5
8973,2243.25,6740.63,33.3,6746.5
8974,2243.5,6740.63,0.0,6746.5
8975,2243.75,6740.63,20.0,6746.51
8976,2244.0,6740.63,25.0,6746.51
8977,2244.25,6740.63,0.0,6746.51
8978,2244.5,6740.63,20.0,6746.51
8979,2244.75,6740.63,40.0,6746.51
8980,2245.0,6740.63,0.0,6746.51
8981,2245.25,6740.63,0.0,6746.51
8982,2245.5,6740.63,33.3,6746.51
8983,2245.75,6740.63,33.3,6746.51
8984,2246.0,6740.62,20.0,6746.51
8985,2246.25,6740.62,25.0,6746.51
8986,2246.5,6740.62,0.0,6746.51
8987,2246.75,6740.62,50.0,6746.51
8988,2247.0,6740.56,20.0,6746.51
8989,2247.25,6740.56,40.0,6746.51
8990,2247.5,6740.55,0.0,6746.51
8991,2247.75,6740.54,0.0,6746.51
8992,2248.0,6740.54,25.0,6746.52
8993,2248.25,6740.54,33.3,6746.52
8994,2248.5,6740.54,20.0,6746.52
8995,2248.75,6740.54,0.0,6746.52
8996,2249.0,6740.53,25.0,6746.52
8997,2249.25,6740.53,0.0,6746.52
8998,2249.5,6740.53,25.0,6746.52
8999,2249.75,6740.52,0.0,6746.52
9000,2250.0,6740.52,40.0,6746.52
9001,2250.25,6740.51,0.0,6746.52
9002,2250.5,6740.5,0.0,6746.52
9003,2250.75,6740.5,33.3,6746.52
9004,2251.0,6740.5,20.0,6746.52
9005,2251.25,6740.49,0.0,6746.52
9006,2251.5,6740.49,20.0,6746.52
9007,2251.75,6740.49,50.0,6746.52
9008,2252.0,6740.48,20.0,6746.52
9009,2252.25,6740.48,40.0,6746.53
9010,2252.5,6740.48,0.0,6746.53
9011,2252.75,6740.47,0.0,6746.53
9012,2253.0,6740.47,20.0,6746.53
9013,2253.25,6740.46,0.0,6746.53
9014,2253.5,6740.46,33.3,6746.53
9015,2253.75,6740.45,33.3,6746.53
9016,2254.0,6740.45,25.0,6746.53
9017,2254.25,6740.45,33.3,6746.53
9018,2254.5,6740.45,20.0,6746.53
9019,2254.75,6740.45,25.0,6746.53
9020,2255.0,6740.44,0.0,6746.53
9021,2255.25,6740.43,20.0,6746.53
9022,2255.5,6740.43,25.0,6746.53
9023,2255.75,6740.43,25.0,6746.53
9024,2256.0,6740.42,11.8,6746.53
9025,2256.25,6740.42,50.0,6746.54
9026,2256.5,6740.42,0.0,6746.54
9027,2256.75,6740.42,0.0,6746.54
9028,2257.0,6740.42,0.0,6746.54
9029,2257.25,6740.42,0.0,6746.54
9030,2257.5,6740.42,33.3,6746.54
9031,2257.75,6740.42,25.0,6746.54
9032,2258.0,6740.41,20.0,6746.54
9033,2258.25,6740.41,33.3,6746.54
9034,2258.5,6740.41,20.0,6746.54
9035,2258.75,6740.41,25.0,6746.54
9036,2259.0,6740.41,40.0,6746.54
9037,2259.25,6740.41,0.0,6746.54
9038,2259.5,6740.41,0.0,6746.54
9039,2259.75,6740.41,50.0,6746.54
9040,2260.0,6740.41,0.0,6746.54
9041,2260.25,6740.41,20.0,6746.54
9042,2260.5,6740.41,50.0,6746.55
9043,2260.75,6740.41,20.0,6746.55
9044,2261.0,6740.41,33.3,6746.55
9045,2261.25,6740.41,25.0,6746.55
9046,2261.5,6740.41,0.0,6746.55
9047,2261.75,6740.41,25.0,6746.55
9048,2262.0,6740.41,40.0,6746.55
9049,2262.25,6740.41,25.0,6746.55
9050,2262.5,6740.4,25.0,6746.55
9051,2262.75,6740.4,0.0,6746.55
9052,2263.0,6740.4,0.0,6746.55
9053,2263.25,6740.4,25.0,6746.55
9054,2263.5,6740.4,25.0,6746.55
9055,2263.75,6740.4,0.0,6746.55
9056,2264.0,6740.39,40.0,6746.55
9057,2264.25,6740.39,0.0,6746.55
9058,2264.5,6740.39,33.3,6746.56
9059,2264.75,6740.39,33.3,6746.56
9060,2265.0,6740.39,0.0,6746.56
9061,2265.25,6740.39,25.0,6746.56
9062,2265.5,6740.39,0.0,6746.56
9063,2265.75,6740.39,40.0,6746.56
9064,2266.0,6740.39,0.0,6746.56
9065,2266.25,6740.39,25.0,6746.56
9066,2266.5,6740.39,0.0,6746.56
9067,2266.75,6740.39,50.0,6746.56
9068,2267.0,6740.16,1.0,6746.56
9069,2267.25,6740.16,50.0,6746.56
9070,2267.5,6740.16,20.0,6746.56
9071,2267.75,6740.16,0.0,6746.56
9072,2268.0,6740.16,25.0,6746.56
9073,2268.25,6740.16,25.0,6746.56
9074,2268.5,6740.16,20.0,6746.56
9075,2268.75,6740.16,25.0,6746.57
9076,2269.0,6740.16,0.0,6746.57
9077,2269.25,6740.16,0.0,6746.57
9078,2269.5,6740.16,33.3,6746.57
9079,2269.75,6740.16,0.0,6746.57
9080,2270.0,6740.15,25.0,6746.57
9081,2270.25,6740.15,0.0,6746.57
9082,2270.5,6740.15,25.0,6746.57
9083,2270.75,6740.15,0.0,6746.57
9084,2271.0,6740.15,20.0,6746.57
9085,2271.25,6740.15,33.3,6746.57
9086,2271.5,6740.14,25.0,6746.57
9087,2271.75,6740.14,33.3,6746.57
9088,2272.0,6740.14,0.0,6746.57
9089,2272.25,6740.14,25.0,6746.57
9090,2272.5,6740.14,0.0,6746.57
9091,2272.75,6740.14,25.0,6746.58
9092,2273.0,6740.14,25.0,6746.58
9093,2273.25,6740.14,0.0,6746.58
9094,2273.5,6740.14,20.0,6746.58
9095,2273.75,6740.14,33.3,6746.58
9096,2274.0,6740.14,20.0,6746.58
9097,2274.25,6740.14,25.0,6746.58
9098,2274.5,6740.29,40.0,6746.58
9099,2274.75,6740.29,0.0,6746.58
9100,2275.0,6740.29,25.0,6746.58
9101,2275.25,6740.38,40.0,6746.58
9102,2275.5,6740.38,0.0,6746.58
9103,2275.75,6740.38,33.3,6746.58
9104,2276.0,6740.38,0.0,6746.58
9105,2276.25,6740.38,11.8,6746.58
9106,2276.5,6740.38,0.0,6746.58
9107,2276.75,6740.38,0.0,6746.58
9108,2277.0,6740.38,0.0,6746.59
9109,2277.25,6740.38,33.3,6746.59
9110,2277.5,6740.37,20.0,6746.59
9111,2277.75,6740.37,0.0,6746.59
9112,2278.0,6740.37,20.0,6746.59
9113,2278.25,6740.37,0.0,6746.59
9114,2278.5,6740.37,25.0,6746.59
9115,2278.75,6740.37,25.0,6746.59
9116,2279.0,6740.37,20.0,6746.59
9117,2279.25,6740.37,33.3,6746.59
9118,2279.5,6740.37,20.0,6746.59
9119,2279.75,6740.37,0.0,6746.59
9120,2280.0,6740.37,11.1,6746.59
9121,2280.25,6740.37,0.0,6746.59
9122,2280.5,6740.37,0.0,6746.59
9123,2280.75,6740.37,50.0,6746.59
9124,2281.0,6740.37,100.0,6746.59
9125,2281.25,6740.37,0.0,6746.6
9126,2281.5,6740.37,25.0,6746.6
9127,2281.75,6740.37,0.0,6746.6
9128,2282.0,6740.36,40.0,6746.6
9129,2282.25,6740.36,25.0,6746.6
9130,2282.5,6740.36,0.0,6746.6
9131,2282.75,6740.36,20.0,6746.6
9132,2283.0,6740.36,0.0,6746.6
9133,2283.25,6740.36,25.0,6746.6
9134,2283.5,6740.36,25.0,6746.6
9135,2283.75,6740.36,25.0,6746.6
9136,2284.0,6740.25,20.0,6746.6
9137,2284.25,6740.25,33.3,6746.6
9138,2284.5,6740.25,20.0,6746.6
9139,2284.75,6740.25,0.0,6746.6
9140,2285.0,6740.24,0.0,6746.6
9141,2285.25,6740.24,20.0,6746.61
9142,2285.5,6740.23,20.0,6746.61
9143,2285.75,6740.23,50.0,6746.61
9144,2286.0,6740.23,0.0,6746.61
9145,2286.25,6740.22,50.0,6746.61
9146,2286.5,6740.22,0.0,6746.61
9147,2286.75,6740.21,25.0,6746.61
9148,2287.0,6740.21,0.0,6746.61
9149,2287.25,6740.21,33.3,6746.61
9150,2287.5,6740.21,25.0,6746.61
9151,2287.75,6740.21,25.0,6746.61
9152,2288.0,6740.21,20.0,6746.61
9153,2288.25,6740.21,0.0,6746.61
9154,2288.5,6740.21,20.0,6746.61
9155,2288.75,6740.21,0.0,6746.61
9156,2289.0,6740.21,20.0,6746.61
9157,2289.25,6740.18,33.3,6746.61
9158,2289.5,6740.18,25.0,6746.62
9159,2289.75,6740.18,25.0,6746.62
9160,2290.0,6740.18,0.0,6746.62
9161,2290.25,6740.18,20.0,6746.62
9162,2290.5,6740.18,20.0,6746.62
9163,2290.75,6740.18,33.3,6746.62
9164,2291.0,6740.17,25.0,6746.62
9165,2291.25,6740.17,33.3,6746.62
9166,2291.5,6740.17,20.0,6746.62
9167,2291.75,6740.17,0.0,6746.62
9168,2292.0,6740.17,25.0,6746.62
9169,2292.25,6740.17,0.0,6746.62
9170,2292.5,6740.17,33.3,6746.62
9171,2292.75,6740.17,25.0,6746.62
9172,2293.0,6740.17,20.0,6746.62
9173,2293.25,6740.17,0.0,6746.62
9174,2293.5,6740.17,42.9,6746.63
9175,2293.75,6740.17,0.0,6746.63
9176,2294.0,6740.16,25.0,6746.63
9177,2294.25,6740.16,33.3,6746.63
9178,2294.5,6740.16,0.0,6746.63
9179,2294.75,6740.16,50.0,6746.63
9180,2295.0,6740.16,20.0,6746.63
9181,2295.25,6740.16,16.7,6746.63
9182,2295.5,6740.16,25.0,6746.63
9183,2295.75,6740.16,0.0,6746.63
9184,2296.0,6740.15,50.0,6746.63
9185,2296.25,6740.15,0.0,6746.63
9186,2296.5,6740.15,40.0,6746.63
9187,2296.75,6740.15,0.0,6746.63
9188,2297.0,6740.15,40.0,6746.63
9189,2297.25,6740.15,25.0,6746.63
9190,2297.5,6740.15,0.0,6746.63
9191,2297.75,6740.15,0.0,6746.64
9192,2298.0,6740.15,25.0,6746.64
9193,2298.25,6740.14,25.0,6746.64
9194,2298.5,6740.14,0.0,6746.64
9195,2298.75,6740.14,25.0,6746.64
9196,2299.0,6740.14,20.0,6746.64
9197,2299.25,6740.14,0.0,6746.64
9198,2299.5,6740.14,33.3,6746.64
9199,2299.75,6740.14,0.0,6746.64
9200,2300.0,6740.14,40.0,6746.64
9201,2300.25,6740.14,0.0,6746.64
9202,2300.5,6740.14,20.0,6746.64
9203,2300.75,6740.14,50.0,6746.64
9204,2301.0,6740.14,0.0,6746.64
9205,2301.25,6740.14,33.3,6746.64
9206,2301.5,6740.13,0.0,6746.64
9207,2301.75,6740.13,50.0,6746.65
9208,2302.0,6740.13,0.0,6746.65
9209,2302.25,6740.13,25.0,6746.65
9210,2302.5,6740.13,25.0,6746.65
9211,2302.75,6740.13,0.0,6746.65
9212,2303.0,6740.12,20.0,6746.65
9213,2303.25,6740.12,0.0,6746.65
9214,2303.5,6740.12,20.0,6746.65
9215,2303.75,6740.12,33.3,6746.65
9216,2304.0,6740.12,19.0,6746.65
9217,2304.25,6740.12,0.0,6746.65
9218,2304.5,6740.12,0.0,6746.65
9219,2304.75,6740.12,50.0,6746.65
9220,2305.0,6740.12,100.0,6746.65
9221,2305.25,6740.12,0.0,6746.65
9222,2305.5,6740.12,33.3,6746.65
9223,2305.75,6740.12,25.0,6746.65
9224,2306.0,6740.12,33.3,6746.66
9225,2306.25,6740.12,20.0,6746.66
9226,2306.5,6740.12,25.0,6746.66
9227,2306.75,6740.12,0.0,6746.66
9228,2307.0,6740.12,25.0,6746.66
9229,2307.25,6740.11,33.3,6746.66
9230,2307.5,6740.11,0.0,6746.66
9231,2307.75,6740.11,20.0,6746.66
9232,2308.0,6740.11,0.0,6746.66
9233,2308.25,6740.11,25.0,6746.66
9234,2308.5,6740.11,25.0,6746.66
9235,2308.75,6740.11,0.0,6746.66
9236,2309.0,6740.11,0.0,6746.66
9237,2309.25,6740.11,0.0,6746.66
9238,2309.5,6740.11,66.7,6746.66
9239,2309.75,6740.11,28.6,6746.66
9240,2310.0,6740.11,0.0,6746.66
9241,2310.25,6740.1,50.0,6746.67
9242,2310.5,6740.1,0.0,6746.67
9243,2310.75,6740.1,20.0,6746.67
9244,2311.0,6740.1,0.0,6746.67
9245,2311.25,6740.1,25.0,6746.67
9246,2311.5,6740.1,0.0,6746.67
9247,2311.75,6740.1,25.0,6746.67
9248,2312.0,6740.1,25.0,6746.67
9249,2312.25,6740.1,33.3,6746.67
9250,2312.5,6740.1,33.3,6746.67
9251,2312.75,6740.1,0.0,6746.67
9252,2313.0,6740.1,33.3,6746.67
9253,2313.25,6740.09,33.3,6746.67
9254,2313.5,6739.95,0.0,6746.67
9255,2313.75,6739.95,20.0,6746.67
9256,2314.0,6739.95,0.0,6746.67
9257,2314.25,6739.95,25.0,6746.68
9258,2314.5,6739.95,33.3,6746.68
9259,2314.75,6739.95,33.3,6746.68
9260,2315.0,6739.95,0.0,6746.68
